meal_description,carb,fat,energy,protein,country,serving_type
"For breakfast, I'm having a 45g TWIX Chocolate Fudge Cookie Bar.",25.2,14.98,248.85,3.28,USA,metric
"This morning, I'm drinking a large smoothie that combines fruits, vegetables, and added protein.",136.94,7.34,896.4,81.97,USA,natural
"For a snack, I have a chocolate snack cake with icing, a cup of bottled water, a juice box of apple juice, and a fun-sized package of gumdrops.",66.75,6.960000000000001,335.0,1.73,USA,natural
"For lunch, I had a 92-gram chicken fillet sandwich from the school cafeteria, along with 108 grams of cooked corn from a restaurant and 60 grams of French fries from school.",58.17,18.77,456.76,18.02,USA,metric
"I'm enjoying 148 grams of cheese stuffed crust pizza for dinner, paired with a 360-gram sweetened malt drink.",80.65,17.21,650.3199999999999,18.1,USA,metric
"For my snack, I’m enjoying 34 grams of milk chocolate candy with some cereal.",20.29,9.99,173.74,2.6,USA,metric
"For dinner, I'm having a 200-gram Quarter Pounder with cheese from McDonald's, along with 145 grams of French fries and a 512-gram fruit-flavored soft drink.",151.45,50.26,1195.2,35.65,USA,metric
I’m starting my day with a cup of ready-to-eat cereal for breakfast.,31.79,1.92,149.2,3.62,USA,natural
I’ve got a snack of 240 grams of tap water along with 372 grams of a caffeinated fruit-flavored soft drink.,47.73,0.0,182.28,0.0,USA,metric
"For dinner, I'm having a medium slice of bread.",13.78,1.01,75.6,2.64,USA,natural
"For lunch, I have a 372-gram soft drink and a 57-gram turkey hot dog.",40.83,11.3,290.19,7.34,USA,metric
"For dinner, I'm having a small cheeseburger from a fast food place with a tablespoon of ketchup.",32.05,17.13,361.02,19.13,USA,natural
"For breakfast, I'm having a banana and a 5.3 oz container of nonfat Greek yogurt with fruit.",47.08,0.64,236.64,13.46,USA,natural
"For my snack, I'm drinking 360 grams of diet root beer, having 60 grams of espresso coffee, and a glass of 244 grams of reduced-fat milk.",12.98,4.75,127.4,8.6,USA,metric
"I grabbed a 12 fl oz can of fruit-flavored soft drink, along with a medium slice of white bread and a slice of ham for a quick snack.",51.58,2.12,254.08,7.51,USA,natural
I'm having a 10 fl oz bottle of Sunny D fruit juice drink for a snack.,40.8,0.0,167.4,0.4,USA,natural
"For a snack, I'm having a stick of part-skim mozzarella cheese, a pack of hard candy, and a piece of chewing gum.",21.57,5.83,163.69,6.72,USA,natural
"I’m enjoying a breakfast with one slice of American cheese, one fried egg, one sausage patty, and one English muffin.",28.35,23.37,411.08,21.46,USA,natural
"For breakfast, I'm having a diet roll and a cup of low-fat milk, along with a small container of 100% apple juice.",41.2,3.16,238.12,11.38,USA,natural
"Lunch today consisted of a 105g bagel, a 55g scrambled egg omelet with butter, and a 24g Quaker Chewy Granola Bar.",72.22,13.15,476.52,18.92,USA,metric
I just had 10 grams of milk chocolate mixed with peanuts as a quick snack.,5.43,3.32,53.8,1.02,USA,metric
"Today for breakfast, it’s 248 grams of chocolate milk, and it’s fat-free.",33.38,0.0,166.16,8.41,USA,metric
I’m eating a slice of thin crust pepperoni pizza from the freezer for lunch.,26.69,12.33,265.78,11.88,USA,natural
I just made a burrito with meat and sour cream that weighs 187 grams for lunch.,24.4,28.39,441.32,21.52,USA,metric
"I enjoyed a cup of potato salad from the restaurant, along with a cooked ear of corn and a medium sweet potato that I baked and added butter to for dinner.",92.15,41.5,763.04,10.09,USA,natural
I had 40 grams of NFS cereal and 244 grams of milk for my breakfast.,43.67,6.78,273.64,11.77,USA,metric
"For lunch, I have a bagel that weighs 105 grams, a cup of brewed coffee that weighs 360 grams, and 14 grams of butter.",55.01,12.82,381.18,11.64,USA,metric
"I have a cup of whole chocolate milk, a fresh orange, and one piece of medium crust cheese pizza for lunch.",87.4,21.22,645.72,29.4,USA,natural
"For dinner, I'm having a 98.0g pizza with some kind of meat on it, and a 372.0g root beer to drink.",69.44,12.1,426.92,11.27,USA,metric
"I made a bagel sandwich filled with egg, cheese, and bacon for breakfast.",52.67,31.27,632.22,33.58,USA,natural
"For a snack, I'm having 28 grams of Cheetos, a 372-gram fruit-flavored soft drink, and 28 grams of potato sticks.",67.49,19.69,450.36,3.69,USA,metric
"For breakfast, I’m enjoying a breakfast bar along with a cup of tap water.",31.3,3.22,161.68,1.89,USA,natural
"For a snack, I mixed a packet of sucralose powder into my large cup of brewed coffee.",0.91,0.12,9.36,0.72,USA,natural
"For dinner, I had a 60-gram rotisserie chicken drumstick with the skin eaten.",0.07,6.88,123.6,15.39,USA,metric
"I'm having a jar of baby food peas, which weighs 170 grams, for lunch.",14.21,0.73,85.0,5.56,USA,metric
I enjoyed a medium zucchini muffin along with a cup of 1% milk for breakfast.,67.75,19.14,497.52,14.66,USA,natural
"I’ve got a cup of unsweetened water, a medium apple, and a tablespoon of peanut butter for lunch.",31.19,8.52,199.52,4.12,USA,natural
"This morning, I enjoyed a raw orange that weighed 154 grams along with 248 grams of orange juice with added calcium.",46.05,0.48,188.94,3.14,USA,metric
"For dinner, I'm having a baked chicken drumstick that weighs 85 grams, and I've eaten the skin and coating.",3.34,9.33,173.4,17.86,USA,metric
"For a snack, I'm having a regular microwave bag of butter-flavored popcorn with a tablespoon of liquid butter replacement.",47.71,34.78,531.9200000000001,7.409999999999999,USA,natural
"For breakfast, I'm having a McDonald's sandwich with egg, cheese, and ham on a bagel.",39.68,27.69,523.2,27.47,USA,natural
"For breakfast, I made an egg omelet with some meat and cooked it in oil.",0.59,11.77,149.25,9.62,USA,natural
"I had a 159-gram egg, cheese, and sausage sandwich on an English muffin and 240 grams of tap water for breakfast.",27.73,28.78,454.74,21.27,USA,metric
"For dinner, I’m having a Hot Pockets meat and cheese turnover with tomato-based sauce, and a large bottle of diet iced black tea.",48.21,15.55,390.24,14.17,USA,natural
"I’m having a bottle of sweetened water, 360 grams, with 275 grams of potato salad with mayo for lunch.",43.92,30.64,465.6,4.18,USA,metric
I’ve got some cheese on 28 grams of bread for breakfast.,12.55,5.83,114.24,2.92,USA,metric
"I'm having a mix of 124 grams of 100% apple juice, 124 grams of 100% orange juice, and 507 grams of unsweetened bottled water for a snack.",28.32,0.31,117.8,0.96,USA,metric
"For my snack, I enjoyed a .5 oz hard candy lollipop along with a piece of sugar-free chewing gum.",15.62,0.04,60.52,0.0,USA,natural
"Breakfast today is a biscuit with 120 grams of ham and some jelly, about 14 grams.",56.29,19.56,447.64,14.24,USA,metric
"For dinner, I had a 60.0g chicken drumstick with the skin, along with some 97.0g thin crust frozen pizza with meat other than pepperoni and a slice of 97.0g thin crust pepperoni pizza.",52.93000000000001,30.950000000000003,648.37,39.24,USA,metric
"For my dinner, I’m eating a 50-gram broiled chicken drumstick.",0.0,2.84,77.0,12.05,USA,metric
I'm snacking on a small bag of plain potato chips along with a banana.,43.85,9.93,261.1,3.16,USA,natural
"For breakfast, I ate one hot dog sandwich on a white bun and had a cup of milk with it.",36.17,23.42,438.6,19.56,USA,natural
"For dinner, I'm having a cup of pasta with a homemade tomato-based sauce.",49.7,3.0,260.0,9.22,USA,natural
"For a quick snack, I’m eating 6 grams of butterscotch hard candy.",5.42,0.2,23.46,0.0,USA,metric
I'm snacking on one piece of toffee along with a 16.9 fl oz bottle of water.,5.47,0.58,27.16,0.33,USA,natural
I’ve got one calzone with meat and cheese for lunch.,131.14,74.16,1450.08,62.07,USA,natural
I’m snacking on a 126-gram banana and a 30-gram chocolate chip cookie right now.,46.59,8.86,258.84,3.1100000000000003,USA,metric
"For lunch, I'm having a piece of thick crust pizza loaded with extra meat and vegetables, along with a cup of bottled unsweetened water.",45.64,17.25,413.47,19.0,USA,natural
I just opened a 2 oz package of Skittles for my snack.,51.74,2.49,230.85,0.11,USA,natural
"I’ve got 170 grams of school lunch cheese pizza, a can of 100% orange juice weighing 124 grams, and I’m chewing on 4 grams of regular gum.",68.67,14.76,500.16,24.08,USA,metric
"For lunch, I'm having a cup of cooked white rice with a medium baked chicken thigh.",44.22,6.11,328.42,21.45,USA,natural
"For breakfast, I'll eat two low-fat Pop Tarts.",79.87,6.23,386.88,4.15,USA,natural
Having a medium oatmeal cookie with raisins along with a cup of hot herbal tea for a little snack.,21.09,5.43,137.4,1.86,USA,natural
"For a snack, I'm having 9.6 grams of beef jerky and 43 grams of milk chocolate with peanuts.",24.43,16.74,270.7,7.58,USA,metric
"For lunch, I'm having a peanut butter and jelly sandwich made with 112 grams of regular peanut butter and jelly on wheat bread, along with 14 grams of butter.",48.39,30.1,502.46,14.19,USA,metric
"For my snack, I have 325 grams of watermelon and 507 grams of water to drink.",24.54,0.49,97.5,1.98,USA,metric
I’m enjoying a snack of 21 grams of cheddar cheese and 28 grams of Fritos corn chips.,16.55,16.48,236.6,6.619999999999999,USA,metric
I’m enjoying a snack with 30 grams of chocolate or fudge cookie and 28 grams of Cool Ranch flavor Doritos.,40.69,10.02,261.5,3.96,USA,metric
"For a snack, I'm having an individual school container of 100% apple juice, an individual school carton of 100% orange juice, and a bottle of water.",28.32,0.31,117.8,0.96,USA,natural
"For breakfast, I’ve got a medium Danish pastry and a croissant sandwich with ham, egg, and cheese.",79.82,48.48,859.94,27.21,USA,natural
"For a snack, I’m having a snack size container of canned fruit cocktail, a raw banana, and a medium apple.",70.42,0.8600000000000001,270.38,2.38,USA,natural
"For a snack, I have a 17g Reese's Peanut Butter Cup along with 240g of bottled water.",9.41,5.19,87.55,1.74,USA,metric
"This morning, I'm enjoying 186g of Capri Sun fruit juice and 163g of instant oatmeal with fruit flavor.",51.35,2.07,235.54,3.81,USA,metric
"For a snack, I have a 154-gram orange.",18.1,0.18,72.38,1.45,USA,metric
"For lunch, I'm having a medium crust cheese pizza from school lunch, weighing 147 grams, along with 244 grams of fat-free skim milk.",55.59,12.83,450.46,28.46,USA,metric
"For breakfast, I had a peanut butter and jelly sandwich made with 112.0g of regular peanut butter and jelly on whole wheat bread, along with a glass of 244.0g of reduced-fat milk.",60.36,23.38,524.0799999999999,22.24,USA,metric
"I'm eating a toddler's jar of chicken, noodles, and veggies for lunch.",15.11,2.89,112.2,6.46,USA,natural
"I’m enjoying a can of caffeine-free fruit soda, a cup of cooked green cabbage with butter, and a cup of white rice for dinner.",91.02,4.17,422.37,6.44,USA,natural
"For my dinner, I’m drinking 600 grams of bottled water and eating 110 grams of fast food fries and a 100-gram hamburger.",75.15,26.38,606.2,17.07,USA,metric
"For breakfast, I’m enjoying a sweet frosted roll that weighs 90 grams.",45.83,18.05,360.0,4.94,USA,metric
"For my snack, I have a 372-gram soft drink, a bit of mozzarella cheese weighing 28.35 grams, and a 200-gram fresh apple.",67.42,7.05,344.72,7.24,USA,metric
"For my snack, I’m enjoying 170 grams of Greek yogurt with some fruit.",20.89,4.37,178.5,13.89,USA,metric
I'm enjoying 162 grams of spanakopita and 244 grams of whole milk for my dinner.,28.4,32.53,480.12,20.17,USA,metric
"For a snack, I'm having an 8.6g Kit Kat White.",5.55,2.24,44.55,0.56,USA,metric
"For lunch, I'm having a bottle of water, a cup of cooked white rice, and a small slice of grilled chicken breast without sauce.",44.22,2.08,256.62,13.11,USA,natural
Lunch today consists of honey roasted peanuts weighing 146 grams and a fruit Danish pastry that is 113 grams.,97.84,86.96000000000001,1254.35,36.32,USA,metric
I’m eating a peach along with an 8 fl oz can of sugar-free Glucerna for a quick snack.,44.61,8.04,281.24,12.27,USA,natural
"This morning, I'm having a plain muffin at 130 grams, along with 240 grams of water and 244 grams of whole milk.",78.59,28.55,627.4,15.51,USA,metric
"For dinner, I'm having a 90-gram sweet roll without frosting, along with 55 grams of fried chicken wings from a restaurant and 60 grams of fast food french fries.",81.28999999999999,27.15,653.1999999999999,20.86,USA,metric
"I’m snacking on a raw orange that weighs 154 grams and some fondant, about 2 grams.",19.96,0.18,79.83999999999999,1.45,USA,metric
"For breakfast, I have a low-fat Breakfast Tart and a school carton of orange juice.",54.25,3.26,254.2,2.91,USA,natural
I’m enjoying a frozen chicken pot pie and a cup of 1% milk for lunch.,56.27,29.22,568.0,19.85,USA,natural
"This morning, I’m enjoying a 65-gram doughnut covered in powdered sugar.",33.23,14.96,280.15,3.18,USA,metric
I’ve got a cup of cheesy macaroni from a restaurant and a school container of apple juice for dinner.,57.25,14.1,404.34,12.59,USA,natural
"For lunch, I'm having a medium single serving bag of onion flavored rings.",37.11,12.88,284.43,4.39,USA,natural
I’m enjoying a yellow cupcake with icing along with a 6.75 fl oz juice pouch for my snack.,67.56,13.56,388.75,2.7,USA,natural
"I ate 158 grams of school lunch thick crust pepperoni pizza, drank 244 grams of low-fat milk, and also had 248 grams of chocolate milk for lunch.",90.75,17.84,680.3,39.33,USA,metric
"For my snack, I mixed 20 grams of honey into 360 grams of black tea.",17.560000000000002,0.0,64.39999999999999,0.06,USA,metric
I'm having 170 grams of baby food applesauce as a snack.,17.51,0.0,62.9,0.0,USA,metric
"For breakfast, I'm having a bottle of unsweetened water, a tablespoon of peanut butter, and an English muffin.",29.19,9.16,227.18,8.74,USA,natural
"For a snack, I'm having a 30g peanut butter cookie and a 372g bottle of iced green tea.",40.5,7.970000000000001,242.34,2.68,USA,metric
I’ve got a 45g biscuit to munch on as a snack.,19.27,8.51,166.5,3.19,USA,metric
"I’m snacking on a medium bar of a cookie made with marshmallow, rice cereal, and chocolate chips.",24.04,6.91,165.3,1.73,USA,natural
I’ve got a medium crust cheese pizza with veggies weighing 133 grams and a plain cheese pizza at 119 grams for dinner.,80.5,23.09,638.4000000000001,27.26,USA,metric
"During the infant feeding, there’s a 50-gram jelly sandwich on white bread and a bottle of 248 grams of PediaSure.",56.4,12.91,379.52,9.95,USA,metric
"For a snack, I’m having a raw peach and a small slice of potato bread.",27.39,1.21,132.16,4.61,USA,natural
I decided to have a Quarter Pounder cheeseburger for breakfast.,37.64,19.72,435.2,26.66,USA,natural
"For a snack, I’m having 8 grams of fruit baby food in a cookie form.",5.9,1.01,34.8,0.54,USA,metric
I've got a corn dog and a 6.75 fl oz juice box for breakfast.,49.76,10.83,324.5,7.87,USA,natural
"I'm snacking on 16 grams of peanut butter, a 200-gram apple, and a 42-gram cookie that has vanilla, caramel, coconut, and chocolate on it.",58.11,19.36,404.9,5.59,USA,metric
